CustomerID,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,IncomeCategory,AgeGroup,ProdTaken
300658,31.0,1,1,6.0,3,1,2,3.0,0,4.0,2,2.0,0,3,0,0.0,1,17501.0,1,1,0
300659,35.0,1,1,6.0,3,1,2,4.0,0,3.0,0,7.0,0,2,1,1.0,1,17258.0,1,1,0
300660,33.0,0,1,6.0,2,0,2,1.0,1,4.0,0,2.0,1,3,0,1.0,2,20488.0,1,1,0
300661,38.0,1,3,9.0,2,1,3,3.0,3,3.0,1,1.0,0,2,1,1.0,3,25609.0,2,2,0
300662,44.0,0,1,16.0,3,1,4,4.0,1,3.0,1,5.0,1,3,1,1.0,2,24357.0,1,2,0
300663,36.0,1,1,11.0,2,0,2,3.0,3,5.0,1,5.0,0,4,1,1.0,3,23008.0,1,2,0
300664,21.0,1,1,9.0,3,1,3,4.0,0,3.0,2,2.0,0,5,1,2.0,1,18230.0,1,0,0
300665,30.0,1,3,35.0,1,1,2,3.0,3,4.0,1,4.0,0,4,0,1.0,3,24250.0,1,1,0
300666,30.0,1,3,9.0,3,1,4,5.0,1,4.0,0,4.0,0,4,0,2.0,2,25322.0,2,1,0
300667,43.0,1,1,24.0,2,0,3,3.0,1,5.0,3,5.0,1,2,0,1.0,2,25223.0,2,2,0
300668,34.0,1,1,13.0,2,1,3,3.0,1,3.0,1,2.0,0,3,0,0.0,2,17585.0,1,1,1
300669,38.0,1,1,6.0,1,0,3,3.0,3,5.0,0,2.0,0,4,1,2.0,3,28582.0,2,2,0
300670,52.0,1,1,13.0,2,1,3,4.0,2,3.0,2,2.0,0,5,1,2.0,4,38215.0,3,3,0
300671,30.0,1,1,16.0,2,1,2,5.0,0,3.0,3,2.0,0,1,1,1.0,1,22661.0,1,1,0
300672,32.0,1,1,9.0,2,1,4,4.0,0,3.0,1,3.0,0,5,0,3.0,1,22155.0,1,1,0
300673,36.0,1,3,14.0,2,1,4,4.0,0,3.0,0,3.0,0,3,1,1.0,1,21082.0,1,2,0
300674,36.0,1,1,6.0,1,0,3,5.0,3,5.0,1,3.0,1,2,1,2.0,3,25252.0,2,2,0
300675,37.0,1,1,11.0,3,1,3,3.0,1,3.0,1,1.0,0,3,1,2.0,2,21347.0,1,2,0
300676,27.0,1,1,11.0,1,1,2,4.0,3,3.0,1,2.0,1,3,1,1.0,3,27808.0,2,1,0
300677,33.0,1,3,17.0,3,1,3,4.0,1,3.0,3,3.0,0,4,0,2.0,2,24074.0,1,1,0
300678,32.0,1,1,14.0,3,0,3,1.0,1,3.0,0,6.0,0,3,1,2.0,2,20175.0,1,1,0
300679,30.0,1,1,14.0,2,0,3,1.0,3,5.0,0,1.0,1,2,0,2.0,3,26416.0,2,1,0
300680,34.0,0,1,7.0,2,0,4,4.0,3,3.0,2,3.0,1,1,1,1.0,3,32136.0,2,1,0
300681,35.0,0,3,6.0,3,0,3,3.0,3,3.0,3,2.0,0,5,1,0.0,3,23789.0,1,1,0
300682,29.0,0,3,26.0,1,0,2,3.0,0,3.0,0,2.0,0,3,0,1.0,1,17157.0,1,1,0
300683,38.0,1,2,13.0,2,1,4,4.0,0,5.0,1,6.0,1,2,1,1.0,1,20751.0,1,2,1
300684,31.0,1,3,19.0,1,0,3,4.0,1,3.0,3,2.0,0,1,1,2.0,2,25255.0,2,1,0
300685,27.0,1,1,8.0,2,0,2,3.0,0,5.0,1,2.0,0,3,1,1.0,1,17341.0,1,1,0
300686,47.0,1,2,7.0,2,0,3,4.0,0,5.0,3,8.0,0,5,1,1.0,1,22101.0,1,3,0
300687,35.0,1,3,10.0,2,1,3,6.0,1,5.0,3,5.0,0,5,1,2.0,2,23437.0,1,1,0
300688,31.0,1,1,7.0,2,1,3,6.0,0,3.0,0,5.0,0,4,1,1.0,1,22511.0,1,1,0
300689,34.0,1,3,19.0,3,1,2,3.0,3,3.0,1,2.0,0,1,1,1.0,3,23628.0,1,1,0
300690,23.0,1,1,26.0,2,1,3,3.0,1,3.0,2,1.0,0,4,1,2.0,2,17272.0,1,0,0
300691,40.0,0,3,11.0,2,1,2,4.0,3,5.0,0,6.0,1,5,0,1.0,3,25475.0,2,2,0
300692,34.0,0,3,8.0,3,0,3,3.0,0,3.0,0,7.0,0,5,1,2.0,1,17231.0,1,1,0
300693,35.0,1,1,24.0,2,1,2,1.0,1,5.0,1,2.0,0,3,0,1.0,2,20208.0,1,1,0
300694,41.0,1,3,9.0,3,0,3,4.0,1,4.0,1,2.0,0,2,0,2.0,2,24393.0,1,2,0
300695,51.0,1,1,31.0,2,1,4,4.0,4,3.0,0,5.0,1,4,0,1.0,0,32651.0,2,3,0
300696,51.0,1,1,15.0,2,1,3,3.0,0,3.0,1,4.0,0,3,1,0.0,1,17075.0,1,3,0
300697,30.0,0,3,7.0,3,0,3,4.0,3,3.0,0,3.0,0,3,1,1.0,3,26596.0,2,1,0
300698,35.0,0,1,17.0,3,1,3,4.0,3,5.0,0,3.0,1,5,1,1.0,3,24884.0,1,1,0
300699,30.0,1,1,10.0,3,1,4,5.0,3,3.0,1,3.0,0,1,0,3.0,3,30613.0,2,1,0
300700,48.0,1,1,7.0,1,1,4,4.0,0,3.0,0,2.0,0,3,1,1.0,1,22098.0,1,3,0
300701,28.0,1,1,12.0,1,1,3,5.0,3,3.0,1,3.0,1,3,0,1.0,3,31486.0,2,1,0
300702,32.0,1,1,18.0,3,1,4,4.0,1,5.0,1,3.0,1,1,1,2.0,2,25511.0,2,1,0
300703,42.0,1,3,14.0,3,1,2,3.0,1,4.0,1,1.0,0,3,1,0.0,2,21825.0,1,2,0
300704,37.0,1,3,10.0,2,1,3,5.0,3,3.0,0,3.0,1,2,1,1.0,3,29003.0,2,2,1
300705,32.0,0,3,9.0,2,0,3,4.0,3,3.0,1,3.0,1,1,1,1.0,3,28530.0,2,1,0
300706,41.0,1,1,26.0,3,1,2,4.0,1,3.0,1,2.0,1,1,1,1.0,2,21419.0,1,2,0
300707,36.0,1,2,14.0,2,1,3,4.0,0,5.0,1,1.0,0,1,0,1.0,1,17342.0,1,2,0
300708,40.0,1,3,16.0,3,1,3,4.0,3,4.0,1,3.0,0,4,1,1.0,3,24705.0,1,2,0
300709,44.0,1,3,6.0,3,0,3,3.0,1,5.0,1,6.0,1,1,1,1.0,2,20454.0,1,2,0
300710,33.0,1,3,11.0,3,0,2,3.0,0,3.0,2,2.0,1,1,0,1.0,1,17851.0,1,1,1
300711,37.0,1,1,6.0,2,1,2,4.0,1,3.0,1,2.0,0,5,0,0.0,2,20993.0,1,2,0
300712,44.0,0,1,29.0,3,1,3,3.0,1,4.0,1,5.0,0,3,0,1.0,2,17042.0,1,2,0
300713,38.0,1,1,10.0,2,1,3,4.0,3,3.0,1,3.0,0,1,1,1.0,3,28112.0,2,2,0
300714,35.0,1,3,17.0,2,0,3,4.0,0,3.0,0,3.0,1,2,0,2.0,1,20898.0,1,1,0
300715,42.0,0,1,8.0,3,1,2,3.0,0,3.0,2,6.0,1,2,0,1.0,1,17515.0,1,2,0
300716,42.0,1,3,7.0,2,0,4,4.0,1,3.0,3,2.0,1,2,1,1.0,2,24671.0,1,2,1
300717,58.0,0,1,6.0,2,1,2,5.0,1,3.0,1,3.0,1,2,1,1.0,2,20660.0,1,4,0
300718,28.0,1,1,14.0,2,0,3,3.0,0,3.0,2,2.0,0,4,0,1.0,1,18310.0,1,1,0
300719,53.0,1,1,13.0,3,0,2,3.0,2,3.0,1,4.0,0,2,1,0.0,4,33606.0,2,3,0
300720,30.0,0,1,8.0,3,0,2,3.0,0,3.0,2,1.0,0,4,1,0.0,1,17564.0,1,1,0
300721,59.0,1,1,16.0,3,0,4,5.0,0,4.0,0,6.0,1,2,1,1.0,1,22024.0,1,4,0
300722,34.0,1,3,34.0,3,0,3,4.0,1,3.0,1,2.0,0,5,1,0.0,2,21712.0,1,1,0
300723,36.0,0,1,25.0,2,1,3,4.0,3,3.0,3,4.0,0,3,0,1.0,3,28040.0,2,2,0
300724,52.0,1,1,6.0,2,1,3,3.0,4,3.0,1,3.0,0,1,1,2.0,0,32099.0,2,3,0
300725,47.0,1,1,7.0,3,1,4,4.0,3,5.0,1,2.0,0,1,0,3.0,3,28074.0,2,3,0
300726,26.0,1,1,8.0,3,1,2,1.0,1,3.0,1,2.0,0,3,1,1.0,2,20472.0,1,1,0
300727,24.0,1,1,23.0,2,0,3,3.0,0,4.0,0,2.0,0,2,0,1.0,1,17210.0,1,0,1
300728,28.0,1,1,14.0,3,0,3,5.0,1,5.0,3,2.0,0,3,1,1.0,2,25489.0,2,1,0
300729,19.0,1,3,11.0,2,1,3,3.0,3,4.0,2,1.0,1,4,1,0.0,3,17994.0,1,0,1
300730,18.0,1,3,16.0,3,0,3,4.0,0,3.0,2,2.0,0,2,1,2.0,1,16200.0,1,0,0
300731,27.0,0,1,11.0,2,0,2,3.0,0,3.0,2,1.0,1,1,1,1.0,1,17379.0,1,1,0
300732,38.0,0,1,12.0,2,1,3,4.0,1,3.0,1,3.0,0,4,1,1.0,2,20321.0,1,2,0
300733,27.0,0,1,9.0,3,1,2,3.0,0,3.0,1,2.0,0,1,0,0.0,1,16706.0,1,1,0
300734,35.0,1,1,7.0,2,1,3,4.0,1,3.0,1,2.0,0,4,1,1.0,2,24162.0,1,1,0
300735,40.0,1,1,7.0,2,0,4,5.0,4,3.0,1,3.0,0,3,1,1.0,0,31420.0,2,2,0
300736,32.0,1,3,14.0,3,1,4,4.0,1,3.0,1,6.0,0,2,0,1.0,2,26225.0,2,1,0
300737,28.0,0,1,31.0,2,1,4,5.0,0,3.0,2,3.0,1,3,1,2.0,1,21212.0,1,1,1
300738,34.0,1,1,16.0,3,1,3,4.0,0,3.0,1,2.0,0,1,0,2.0,1,21459.0,1,1,0
300739,31.0,1,1,7.0,3,1,4,4.0,0,4.0,0,2.0,1,4,1,3.0,1,22257.0,1,1,0
300740,41.0,1,3,9.0,2,1,2,4.0,1,4.0,1,3.0,0,3,0,1.0,2,23938.0,1,2,0
300741,42.0,1,1,15.0,2,1,3,4.0,2,3.0,2,1.0,0,1,1,1.0,4,34613.0,2,2,0
300742,36.0,1,1,12.0,1,1,4,4.0,3,4.0,3,2.0,0,3,1,2.0,3,26773.0,2,2,0
300743,31.0,0,1,9.0,1,0,4,5.0,0,5.0,3,2.0,0,3,0,2.0,1,23646.0,1,1,0
300744,19.0,0,1,15.0,3,1,4,4.0,0,3.0,2,3.0,0,5,0,1.0,1,20582.0,1,0,1
300745,36.0,1,1,13.0,2,1,3,3.0,0,4.0,2,3.0,0,1,0,2.0,1,17013.0,1,2,0
300746,58.0,0,1,6.0,2,1,2,5.0,1,3.0,1,3.0,1,1,1,1.0,2,20660.0,1,4,0
300747,35.0,1,3,9.0,3,0,3,4.0,1,5.0,3,2.0,1,3,1,1.0,2,23216.0,1,1,0
300748,27.0,1,1,13.0,2,0,4,4.0,0,3.0,1,3.0,1,1,0,2.0,1,21337.0,1,1,0
300749,59.0,1,1,30.0,3,0,4,4.0,3,3.0,0,3.0,0,3,1,1.0,3,28990.0,2,4,1
300750,27.0,0,3,8.0,2,1,2,5.0,1,3.0,2,4.0,0,4,1,1.0,2,20071.0,1,1,0
300751,42.0,0,1,29.0,2,0,4,4.0,1,3.0,1,5.0,1,5,0,1.0,2,24145.0,1,2,0
300752,31.0,1,3,7.0,2,1,4,5.0,1,5.0,1,3.0,0,4,1,2.0,2,28392.0,2,1,1
300753,32.0,0,1,7.0,3,1,3,6.0,1,3.0,1,2.0,0,3,0,1.0,2,23023.0,1,1,0
300754,45.0,1,1,17.0,2,1,4,4.0,0,3.0,3,3.0,1,3,1,1.0,1,21614.0,1,2,1
300755,38.0,1,3,7.0,2,1,3,5.0,3,3.0,0,7.0,0,2,1,2.0,3,29287.0,2,2,1
300756,43.0,0,1,36.0,2,0,4,4.0,1,3.0,1,4.0,0,3,1,3.0,2,23234.0,1,2,0
300757,47.0,0,3,33.0,2,1,4,5.0,1,4.0,3,2.0,0,4,1,3.0,2,26669.0,2,3,0
300758,50.0,1,3,6.0,3,0,3,3.0,2,3.0,1,4.0,0,2,1,1.0,4,34517.0,2,3,0
300759,34.0,0,1,22.0,2,0,3,4.0,0,3.0,2,2.0,0,5,1,1.0,1,17553.0,1,1,0
300760,23.0,1,1,22.0,3,0,3,4.0,0,3.0,3,3.0,0,1,1,2.0,1,21549.0,1,0,0
300761,30.0,1,3,27.0,3,1,3,4.0,1,3.0,1,4.0,0,2,1,2.0,2,25609.0,2,1,0
300762,32.0,1,3,13.0,2,1,3,4.0,1,3.0,1,2.0,0,3,1,0.0,2,20484.0,1,1,0
300763,36.0,1,3,22.0,3,1,3,6.0,1,3.0,1,8.0,1,1,1,2.0,2,24118.0,1,2,1
300764,38.0,1,1,17.0,3,0,4,4.0,0,4.0,1,3.0,0,1,1,1.0,1,22614.0,1,2,0
300765,28.0,0,1,16.0,3,1,3,4.0,0,4.0,1,8.0,0,3,0,1.0,1,20702.0,1,1,0
300766,26.0,1,1,6.0,3,1,3,3.0,0,5.0,2,1.0,0,5,1,2.0,1,17867.0,1,1,0
300767,34.0,0,3,14.0,3,1,3,4.0,1,5.0,0,2.0,0,3,0,1.0,2,23051.0,1,1,0
300768,59.0,1,1,28.0,3,0,4,4.0,1,4.0,1,6.0,0,3,1,2.0,2,28686.0,2,4,1
300769,32.0,1,1,11.0,2,0,2,1.0,0,3.0,1,4.0,0,5,1,1.0,1,18312.0,1,1,0
300770,54.0,0,3,9.0,3,0,3,5.0,3,4.0,0,4.0,0,2,0,2.0,3,26203.0,2,3,0
300771,51.0,1,3,15.0,3,1,3,4.0,0,4.0,1,2.0,0,1,0,2.0,1,22553.0,1,3,0
300772,36.0,0,1,14.0,2,0,3,2.0,3,5.0,0,1.0,0,3,0,0.0,3,26713.0,2,2,0
300773,37.0,1,1,9.0,2,1,2,3.0,3,3.0,0,2.0,0,2,1,0.0,3,24434.0,1,2,0
300774,45.0,0,3,15.0,2,0,3,4.0,1,3.0,0,2.0,0,3,0,0.0,2,20593.0,1,2,0
300775,37.0,1,1,16.0,3,1,4,5.0,0,3.0,1,2.0,1,1,1,3.0,1,22066.0,1,2,1
300776,31.0,1,3,19.0,3,1,3,4.0,1,5.0,1,6.0,1,1,1,0.0,2,17302.0,1,1,1
300777,47.0,1,1,20.0,2,1,3,4.0,1,4.0,3,8.0,0,4,1,1.0,2,24240.0,1,3,0
300778,50.0,1,1,8.0,3,1,3,3.0,2,3.0,0,3.0,1,2,1,1.0,4,34237.0,2,3,0
300779,53.0,1,3,8.0,3,1,2,3.0,4,3.0,1,7.0,0,3,1,0.0,0,29852.0,2,3,0
300780,36.0,0,1,7.0,3,1,4,4.0,0,5.0,1,6.0,0,1,0,2.0,1,20872.0,1,2,0
300781,37.0,0,3,27.0,3,0,2,3.0,0,3.0,1,6.0,0,1,1,0.0,1,17973.0,1,2,0
300782,37.0,0,3,15.0,2,1,4,5.0,3,5.0,3,3.0,0,2,0,3.0,3,26265.0,2,2,0
300783,35.0,1,1,16.0,3,0,3,5.0,3,4.0,3,3.0,0,2,1,2.0,3,27299.0,2,1,0
300784,31.0,0,3,26.0,2,1,3,1.0,0,3.0,0,1.0,0,5,1,1.0,1,17791.0,1,1,0
300785,38.0,0,1,8.0,2,1,2,3.0,0,3.0,1,2.0,1,5,1,0.0,1,16702.0,1,2,0
300786,47.0,0,3,10.0,3,1,3,3.0,1,3.0,2,4.0,0,4,0,2.0,2,17976.0,1,3,0
300787,43.0,1,3,22.0,3,0,3,3.0,4,3.0,1,6.0,1,3,0,0.0,0,31064.0,2,2,0
300788,36.0,1,1,14.0,2,1,4,5.0,0,3.0,1,3.0,0,3,1,1.0,1,21368.0,1,2,0
300789,24.0,0,1,10.0,2,1,2,4.0,0,3.0,0,1.0,0,3,0,0.0,1,18162.0,1,0,0
300790,24.0,1,1,27.0,2,1,4,4.0,1,3.0,2,2.0,0,4,1,3.0,2,20950.0,1,0,0
300791,49.0,1,3,9.0,3,1,3,3.0,1,4.0,0,5.0,0,3,1,1.0,2,26798.0,2,3,0
300792,36.0,1,3,6.0,2,1,2,3.0,1,3.0,0,2.0,1,3,1,1.0,2,21201.0,1,2,0
300793,30.0,1,3,16.0,3,1,3,4.0,1,3.0,1,2.0,0,1,0,1.0,2,21578.0,1,1,0
300794,48.0,1,1,8.0,1,1,3,1.0,0,4.0,2,6.0,0,2,0,2.0,1,17559.0,1,3,0
300795,29.0,1,3,6.0,3,0,2,4.0,0,3.0,1,7.0,1,1,1,1.0,1,17800.0,1,1,1
300796,39.0,1,3,9.0,3,0,2,3.0,1,3.0,1,5.0,1,4,1,1.0,2,20238.0,1,2,1
300797,39.0,1,1,7.0,2,0,3,4.0,3,3.0,3,6.0,1,1,0,2.0,3,26539.0,2,2,0
300798,56.0,1,1,29.0,2,1,3,3.0,4,4.0,0,5.0,1,4,1,2.0,0,28402.0,2,4,0
300799,28.0,1,1,15.0,3,0,4,4.0,0,3.0,3,3.0,0,4,1,3.0,1,22123.0,1,1,0
300800,46.0,0,3,33.0,2,0,4,4.0,1,5.0,1,4.0,0,1,0,3.0,2,22964.0,1,3,1
300801,38.0,1,1,10.0,2,0,3,4.0,1,4.0,3,5.0,0,4,1,1.0,2,22785.0,1,2,0
300802,43.0,0,1,28.0,3,0,3,4.0,1,3.0,1,4.0,0,1,0,1.0,2,23943.0,1,2,0
300803,20.0,1,3,28.0,2,1,3,5.0,0,4.0,2,3.0,1,1,1,2.0,1,20799.0,1,0,1
300804,38.0,1,1,35.0,3,1,3,3.0,1,5.0,0,1.0,1,3,0,1.0,2,21673.0,1,2,1
300805,30.0,1,1,30.0,2,1,3,4.0,0,3.0,2,2.0,0,3,0,1.0,1,20879.0,1,1,0
300806,36.0,1,1,23.0,2,0,4,5.0,3,4.0,3,3.0,0,1,1,3.0,3,27284.0,2,2,0
300807,59.0,0,1,9.0,2,1,3,5.0,0,3.0,1,2.0,1,2,0,1.0,1,21058.0,1,4,1
300808,27.0,1,1,12.0,3,0,3,4.0,0,3.0,1,1.0,0,2,1,1.0,1,17187.0,1,1,0
300809,33.0,0,1,7.0,1,1,4,4.0,1,5.0,1,6.0,0,4,1,3.0,2,22765.0,1,1,0
300810,51.0,1,3,10.0,3,1,3,5.0,0,3.0,0,3.0,1,4,0,1.0,1,21361.0,1,3,1
300811,25.0,1,3,17.0,3,0,4,4.0,1,3.0,1,3.0,1,2,0,3.0,2,22938.0,1,0,0
300812,18.0,0,3,11.0,3,1,3,3.0,0,4.0,2,2.0,1,4,1,0.0,1,16878.0,1,0,1
300813,38.0,1,3,16.0,3,1,3,4.0,3,3.0,1,1.0,1,3,1,0.0,3,23740.0,1,2,0
300814,35.0,1,1,17.0,2,1,3,4.0,0,4.0,1,3.0,0,2,1,1.0,1,20686.0,1,1,0
300815,29.0,1,1,9.0,2,1,4,5.0,0,4.0,0,2.0,0,2,0,3.0,1,21879.0,1,1,0
300816,50.0,0,3,6.0,2,0,3,3.0,1,3.0,1,1.0,0,1,0,1.0,2,21347.0,1,3,0
300817,30.0,0,2,14.0,2,0,3,4.0,0,3.0,1,7.0,0,5,1,2.0,1,17180.0,1,1,1
300818,48.0,1,1,9.0,3,0,4,4.0,1,3.0,1,7.0,0,1,0,1.0,2,23748.0,1,3,0
300819,25.0,1,1,36.0,3,1,4,4.0,0,5.0,1,3.0,0,4,1,2.0,1,22585.0,1,0,0
300820,39.0,1,1,30.0,2,1,3,4.0,1,3.0,1,2.0,0,3,0,1.0,2,24423.0,1,2,0
300821,37.0,1,1,10.0,2,1,4,2.0,1,5.0,1,8.0,0,1,1,3.0,2,25520.0,2,2,0
300822,33.0,1,3,15.0,3,0,3,3.0,1,5.0,3,1.0,1,3,0,0.0,2,23224.0,1,1,1
300823,30.0,1,3,27.0,3,1,3,4.0,1,3.0,1,4.0,0,1,1,1.0,2,25609.0,2,1,0
300824,31.0,1,1,27.0,2,1,3,4.0,1,5.0,1,2.0,0,4,0,2.0,2,28635.0,2,1,0
300825,51.0,1,1,6.0,2,1,3,3.0,0,3.0,0,2.0,0,4,1,0.0,1,17723.0,1,3,0
300826,33.0,0,1,6.0,3,1,2,4.0,0,3.0,1,2.0,0,3,0,0.0,1,17008.0,1,1,0
300827,33.0,1,1,6.0,3,0,3,1.0,4,3.0,1,5.0,0,1,1,0.0,0,31184.0,2,1,0
300828,43.0,0,3,33.0,3,0,4,4.0,4,4.0,0,7.0,0,3,1,3.0,0,32203.0,2,2,0
300829,34.0,1,3,14.0,2,0,3,3.0,1,5.0,1,6.0,0,1,1,2.0,2,21500.0,1,1,0
300830,36.0,1,1,34.0,2,1,3,4.0,1,3.0,1,4.0,0,5,0,2.0,2,25561.0,2,2,0
300831,41.0,1,1,9.0,3,0,4,4.0,0,3.0,1,4.0,0,1,1,2.0,1,20679.0,1,2,0
300832,39.0,0,3,9.0,2,1,3,5.0,1,3.0,1,5.0,0,5,1,2.0,2,23927.0,1,2,0
300833,36.0,0,1,8.0,3,1,4,4.0,0,4.0,1,3.0,1,3,1,1.0,1,22927.0,1,2,1
300834,43.0,1,1,20.0,2,1,3,3.0,4,5.0,0,7.0,0,5,1,0.0,0,32159.0,2,2,0
300835,55.0,1,3,6.0,2,1,3,3.0,3,3.0,1,4.0,0,1,0,2.0,3,25239.0,2,3,0
300836,40.0,0,1,6.0,2,1,3,4.0,4,4.0,0,2.0,0,2,1,2.0,0,28503.0,2,2,0
300837,30.0,1,1,8.0,3,1,2,4.0,0,3.0,2,1.0,0,4,0,0.0,1,17720.0,1,1,0
300838,42.0,0,2,8.0,3,1,3,1.0,1,5.0,1,1.0,0,1,1,1.0,2,21272.0,1,2,0
300839,44.0,1,3,16.0,3,0,3,6.0,1,3.0,3,2.0,0,2,1,2.0,2,24024.0,1,2,1
300840,34.0,0,1,7.0,2,0,3,2.0,1,4.0,0,3.0,1,3,0,2.0,2,24166.0,1,1,0
300841,36.0,1,1,17.0,3,0,3,4.0,1,3.0,3,5.0,1,1,1,1.0,2,24820.0,1,2,0
300842,40.0,1,3,8.0,3,0,3,3.0,1,4.0,1,4.0,0,3,1,1.0,2,20677.0,1,2,0
300843,34.0,0,3,15.0,2,0,3,5.0,0,3.0,2,2.0,0,2,1,2.0,1,21020.0,1,1,0
300844,45.0,1,1,17.0,2,1,3,4.0,1,3.0,1,4.0,1,3,0,2.0,2,25143.0,2,2,0
300845,28.0,0,1,10.0,3,1,3,4.0,0,3.0,1,3.0,0,1,0,1.0,1,20384.0,1,1,0
300846,39.0,0,1,9.0,3,0,4,5.0,0,4.0,1,6.0,0,3,0,1.0,1,21146.0,1,2,0
300847,35.0,1,1,13.0,2,1,3,4.0,0,3.0,1,2.0,0,3,1,0.0,1,17690.0,1,1,0
300848,31.0,1,1,28.0,3,1,3,3.0,1,3.0,0,2.0,1,5,1,0.0,2,21179.0,1,1,1
300849,52.0,1,1,9.0,3,1,2,4.0,3,3.0,0,3.0,1,2,0,0.0,3,22969.0,1,3,0
300850,19.0,0,1,16.0,3,0,3,4.0,0,4.0,2,2.0,1,5,1,1.0,1,16859.0,1,0,1
300851,47.0,1,1,9.0,1,1,3,4.0,1,3.0,1,4.0,0,1,0,1.0,2,26057.0,2,3,0
300852,22.0,1,1,7.0,1,0,4,5.0,0,4.0,2,3.0,1,5,0,3.0,1,20748.0,1,0,0
300853,60.0,1,3,10.0,2,0,3,5.0,1,3.0,3,7.0,0,3,0,1.0,2,23849.0,1,4,0
300854,52.0,0,3,8.0,2,1,3,4.0,2,3.0,2,2.0,1,1,1,0.0,4,34068.0,2,3,0
300855,36.0,1,1,9.0,2,0,2,3.0,0,3.0,1,6.0,0,1,0,1.0,1,17835.0,1,2,0
300856,20.0,1,1,16.0,2,1,3,4.0,0,5.0,2,3.0,0,3,0,1.0,1,21230.0,1,0,0
300857,42.0,1,1,8.0,2,1,3,4.0,1,3.0,3,4.0,0,2,0,1.0,2,21781.0,1,2,0
300858,38.0,1,1,17.0,3,1,3,4.0,1,5.0,3,3.0,0,4,0,1.0,2,22891.0,1,2,1
300859,45.0,1,1,11.0,3,1,3,4.0,1,4.0,3,2.0,0,2,1,1.0,2,24611.0,1,2,0
300860,59.0,1,3,9.0,2,0,2,4.0,1,3.0,2,6.0,0,3,0,0.0,2,20171.0,1,4,0
300861,30.0,1,1,30.0,2,1,3,2.0,0,3.0,0,3.0,0,2,1,2.0,1,21378.0,1,1,0
300862,42.0,1,1,26.0,2,1,3,4.0,1,5.0,1,4.0,0,2,1,1.0,2,21750.0,1,2,0
300863,31.0,1,1,6.0,2,1,3,4.0,0,5.0,0,2.0,0,4,0,0.0,1,17218.0,1,1,0
300864,50.0,1,3,15.0,1,1,3,5.0,4,4.0,0,8.0,0,4,1,1.0,0,31798.0,2,3,0
300865,28.0,1,1,13.0,2,1,3,3.0,0,5.0,3,4.0,1,3,0,2.0,1,21674.0,1,1,1
300866,35.0,1,1,14.0,2,0,3,4.0,3,4.0,2,2.0,0,3,1,1.0,3,30672.0,2,1,0
300867,44.0,0,1,14.0,3,1,3,2.0,0,3.0,1,6.0,0,4,1,1.0,1,20767.0,1,2,0
300868,41.0,1,1,9.0,2,0,3,4.0,0,5.0,1,6.0,0,4,1,2.0,1,22055.0,1,2,0
300869,45.0,0,2,7.0,2,1,3,4.0,1,3.0,1,6.0,1,5,1,2.0,2,24421.0,1,2,0
300870,28.0,1,3,9.0,3,0,3,3.0,0,4.0,1,2.0,0,1,1,0.0,1,17856.0,1,1,0
300871,40.0,1,1,30.0,1,1,3,3.0,1,3.0,1,2.0,0,3,1,1.0,2,18319.0,1,2,0
300872,35.0,0,1,17.0,3,1,3,4.0,3,5.0,1,3.0,1,5,1,2.0,3,24884.0,1,1,0
300873,31.0,1,2,24.0,2,1,2,1.0,0,5.0,1,1.0,0,1,1,0.0,1,17956.0,1,1,1
300874,37.0,0,3,15.0,1,1,3,4.0,1,3.0,1,6.0,0,3,1,2.0,2,23757.0,1,2,0
300875,37.0,1,1,9.0,2,0,4,4.0,0,3.0,1,6.0,0,5,1,1.0,1,21221.0,1,2,0
300876,44.0,1,1,9.0,2,1,2,3.0,0,5.0,0,5.0,0,5,1,1.0,1,17362.0,1,2,1
300877,60.0,1,1,10.0,3,0,3,3.0,0,5.0,0,6.0,1,2,1,2.0,1,21348.0,1,4,0
300878,37.0,1,1,9.0,3,1,4,4.0,0,3.0,2,6.0,0,5,1,1.0,1,21197.0,1,2,0
300879,44.0,1,1,10.0,3,1,2,3.0,1,4.0,2,1.0,0,1,1,1.0,2,20933.0,1,2,0
300880,25.0,1,2,8.0,2,0,2,3.0,0,4.0,1,5.0,0,4,0,0.0,1,17187.0,1,0,0
300881,59.0,1,1,14.0,3,0,3,5.0,3,5.0,0,2.0,1,4,1,1.0,3,28686.0,2,4,1
300882,28.0,0,1,17.0,2,1,3,4.0,3,5.0,1,3.0,0,3,1,1.0,3,27471.0,2,1,0
300883,21.0,1,3,11.0,3,1,2,3.0,0,5.0,2,2.0,1,1,1,0.0,1,17380.0,1,0,0
300884,35.0,1,1,7.0,3,1,4,4.0,1,4.0,1,3.0,0,5,1,3.0,2,23003.0,1,1,0
300885,45.0,1,2,7.0,2,0,3,5.0,1,3.0,3,6.0,0,5,1,2.0,2,24663.0,1,2,0
300886,37.0,1,3,9.0,3,1,4,5.0,3,3.0,0,3.0,0,2,1,1.0,3,26274.0,2,2,0
300887,30.0,1,1,8.0,2,0,4,4.0,0,3.0,1,3.0,0,1,1,3.0,1,22438.0,1,1,0
